CustomerID,Age,Gender,AnnualIncome,TimeOnSite,ItemsInCart,LastPurchaseAmount,TotalSpending,IsSubscribed,LastPurchaseDate
1419,66,Female,100,11.1,6,110.38,658.49,1,2025-01-31
1420,42,Female,124,4.8,6,10.1,45.79,0,2024-11-08
1421,48,Female,49,3.5,0,5.62,49.3,0,2025-06-12
1422,71,Female,33,13.9,2,29.62,121.72,0,2025-02-27
1423,19,Male,33,18.0,5,5.0,117.29,0,2024-11-29
1424,29,Female,33,6.7,5,5.0,7.85,0,2025-07-27
1425,67,Male,78,15.1,1,5.0,89.41,1,2025-03-01
1426,21,Female,42,7.1,5,97.5,1024.12,0,2024-11-25
1427,57,Female,126,10.4,0,87.69,477.04,1,2024-12-20
1428,20,Female,150,3.7,9,20.16,83.56,0,2025-04-04
1429,52,Male,95,19.1,3,29.36,306.46,0,2025-09-15
1430,69,Female,128,11.7,8,5.0,13.06,0,2025-03-02
1431,74,Female,105,10.6,5,12.8,369.02,0,2025-04-11
1432,71,Other,23,15.2,6,5.0,28.35,1,2025-08-05
1433,54,Male,76,17.8,5,5.0,6.48,0,2025-01-05
1434,29,Female,27,13.0,2,286.82,1983.87,1,2025-04-29
1435,30,Female,114,14.8,1,5.0,57.69,1,2024-11-16
1436,37,Male,54,18.9,4,5.0,13.48,1,2024-11-29
1437,70,Female,114,14.5,7,274.49,1477.86,0,2025-07-18
1438,43,Male,30,14.9,2,5.0,34.73,0,2025-06-17
1439,44,Female,20,8.8,9,5.0,72.95,1,2025-06-06
1440,53,Other,104,6.8,3,19.43,84.95,1,2025-08-11
1441,22,Male,112,4.9,8,30.72,1398.76,0,2025-07-12
1442,20,Female,111,7.8,4,201.47,1415.04,1,2024-12-13
1443,62,Female,141,16.6,4,10.04,123.17,0,2025-01-22
1444,60,Female,86,12.4,2,73.71,338.18,0,2025-07-14
1445,43,Male,116,13.7,7,62.05,458.31,1,2025-07-28
1446,41,Male,88,5.7,7,6.98,64.81,1,2025-03-10
1447,21,Male,37,5.4,9,9.9,122.51,0,2025-06-12
1448,42,Male,52,14.8,4,9.76,104.09,0,2024-12-22
1449,39,Female,111,19.6,2,24.02,211.18,1,2025-01-16
1450,66,Male,147,5.0,5,36.4,230.14,0,2024-12-26
1451,31,Female,96,17.4,3,57.17,363.43,0,2025-05-05
1452,58,Male,136,12.0,1,68.7,435.34,1,2024-12-13
1453,19,Female,96,17.4,5,124.35,843.51,1,2025-02-18
1454,37,Other,68,4.1,8,5.0,5.29,0,2025-06-23
1455,32,Female,58,3.8,6,14.82,70.54,0,2025-02-19
1456,65,Male,128,18.7,2,75.51,581.56,0,2024-11-15
1457,32,Female,30,10.7,3,21.31,318.28,0,2025-08-21
1458,70,Female,124,19.4,6,5.0,63.05,0,2025-07-08
1459,71,Male,65,7.1,4,14.84,65.57,0,2024-12-16
1460,44,Female,79,14.9,1,55.38,606.95,0,2024-12-06
1461,27,Male,20,12.2,9,47.24,283.13,0,2025-08-06
1462,56,Female,34,14.3,8,1175.5,18416.77,0,2024-10-27
1463,52,Female,46,19.2,2,10.44,148.02,0,2025-10-02
1464,35,Male,103,14.3,2,149.74,877.88,0,2025-08-09
1465,44,Male,69,14.2,2,5.0,20.56,1,2025-08-06
1466,32,Male,42,13.3,4,30.82,279.91,1,2025-02-07
1467,19,Female,137,9.0,3,220.02,1599.14,0,2024-10-23
1468,19,Female,68,13.7,7,341.82,1482.8,1,2025-08-29
1469,58,Male,75,14.4,3,27.23,132.07,0,2025-05-02
1470,38,Male,111,17.8,3,322.32,2389.73,0,2025-02-04
1471,72,Male,63,8.7,1,5.0,13.77,1,2025-10-11
1472,19,Male,45,7.3,9,5.0,41.68,1,2025-09-28
1473,43,Female,24,19.5,4,27.61,125.17,1,2025-09-22
1474,47,Female,84,19.0,7,57.47,304.38,0,2025-09-24
1475,24,Other,97,3.1,3,5.0,5.73,0,2025-09-09
1476,19,Male,80,4.4,3,5.0,28.29,0,2024-12-20
1477,35,Female,131,11.6,3,39.87,411.08,0,2025-07-05
1478,61,Male,58,12.4,2,14.65,84.34,0,2025-09-20
1479,48,Female,97,18.5,9,8.36,50.18,0,2025-07-12
1480,70,Male,62,8.1,0,53.76,429.95,0,2025-09-25
1481,55,Male,58,16.3,3,269.06,2408.66,1,2025-01-02
1482,20,Other,86,14.8,2,19.9,606.81,0,2025-06-03
1483,39,Male,54,9.4,1,17.65,86.92,0,2025-10-18
1484,67,Male,85,11.1,5,161.92,6363.2,0,2025-04-19
1485,68,Male,109,10.1,5,19.03,81.96,1,2025-02-05
1486,58,Female,62,11.5,4,13.05,106.14,1,2025-04-14
1487,38,Female,136,17.7,0,5.0,50.44,0,2025-03-30
1488,30,Female,141,15.0,8,129.74,599.35,0,2025-10-05
1489,66,Female,127,17.6,2,9.31,96.83,1,2025-02-01
1490,32,Female,146,17.4,4,30.44,168.07,1,2025-03-19
1491,35,Male,29,7.9,3,10.17,64.8,1,2025-03-31
1492,30,Male,20,18.5,6,41.2,183.04,1,2024-11-21
1493,24,Female,93,19.9,0,5.0,17.17,0,2025-03-03
1494,47,Male,129,3.9,9,16.91,418.97,1,2025-06-13
1495,37,Male,41,12.4,7,65.94,330.68,0,2024-11-06
1496,25,Male,44,3.5,5,14.22,66.34,1,2024-11-13
1497,44,Male,77,3.9,9,20.15,245.58,0,2025-10-09
1498,51,Male,147,13.6,7,21.33,90.48,0,2025-06-18
1499,39,Female,102,19.4,6,3.98,3.98,1,2025-02-15
1500,72,Other,90,4.9,3,7.85,336.13,0,2025-05-26
1501,32,Female,22,16.4,0,26.43,179.15,0,2025-02-14
1502,48,Female,25,19.5,8,14.25,78.27,0,2025-03-10
1503,69,Male,140,16.0,6,5.57,25.81,1,2025-04-15
1504,71,Male,86,3.3,8,5.0,19.76,0,2025-03-05
1505,46,Female,47,17.6,4,15.36,133.36,1,2025-06-05
1506,23,Male,96,11.9,6,52.94,375.2,0,2025-06-10
1507,71,Female,75,5.4,7,17.81,137.56,0,2025-07-31
1508,70,Male,41,13.6,4,5.0,34.09,0,2025-02-05
1509,65,Male,103,17.4,4,5.0,26.54,0,2025-02-11
1510,69,Male,83,18.8,2,20.65,115.83,1,2025-08-27
1511,38,Female,138,13.6,3,6.86,80.48,1,2025-09-17
1512,64,Female,31,13.8,1,9.97,47.21,0,2025-03-29
1513,47,Female,51,14.3,1,5.0,12.09,1,2025-07-18
1514,73,Female,132,12.6,8,10.88,86.83,0,2024-12-27
1515,62,Female,126,5.4,7,50.83,218.98,1,2025-04-07
1516,64,Female,23,8.3,1,27.43,730.44,0,2025-06-14
1517,53,Male,140,19.4,7,330.57,2001.61,0,2025-08-02
1518,22,Female,132,12.6,1,5.0,36.66,1,2025-02-16
1519,57,Male,109,14.4,2,61.34,534.88,0,2024-11-30
1520,38,Female,123,17.6,2,5.18,210.0,0,2025-03-21
1521,39,Female,87,3.2,8,5.0,13.38,1,2025-09-08
1522,26,Female,38,19.0,5,66.3,357.28,1,2025-02-03
1523,36,Female,69,18.5,7,36.53,1338.07,0,2025-04-19
1524,65,Male,93,4.9,2,98.53,1048.17,0,2025-08-21
1525,32,Male,41,10.4,2,14.0,59.9,0,2024-10-26
1526,73,Female,54,19.0,5,5.0,29.02,0,2025-09-07
1527,26,Male,60,3.8,8,6.72,50.85,1,2025-04-12
1528,37,Female,116,19.0,5,5.0,51.26,1,2025-07-07
1529,38,Male,94,11.2,6,5.0,43.31,0,2024-12-31
1530,50,Female,84,8.1,9,15.07,66.82,1,2025-10-05
1531,74,Female,120,3.7,7,6.47,42.64,0,2025-07-11
1532,42,Male,48,14.0,9,5.0,80.64,0,2025-02-17
1533,34,Male,90,9.9,4,5.0,30.09,1,2025-10-14
1534,49,Male,145,10.2,8,35.02,150.94,1,2025-05-27
1535,23,Male,43,19.1,1,13.12,490.35,0,2025-05-05
1536,59,Male,89,3.9,6,927.18,3909.93,0,2025-05-26
1537,65,Male,83,13.5,5,8.99,70.02,0,2025-02-20
1538,70,Female,71,5.0,9,7.66,61.91,1,2025-02-05
1539,49,Male,68,3.4,7,18.24,102.7,1,2025-02-13
1540,59,Male,106,9.7,4,203.8,2331.33,0,2025-03-07
1541,64,Male,112,16.0,7,23.96,145.17,0,2025-01-21
1542,68,Female,88,19.0,3,16.14,117.25,0,2025-02-27
1543,37,Female,28,12.8,7,7.35,55.61,1,2024-12-24
1544,36,Female,131,18.9,6,5.0,34.11,1,2025-01-16
1545,68,Female,39,7.1,7,2.22,2.22,1,2025-09-14
1546,60,Male,103,13.6,5,347.32,4862.94,0,2024-11-15
1547,73,Female,70,18.7,0,5.0,20.88,1,2025-06-27
1548,71,Male,141,16.9,5,9.81,90.13,0,2025-09-25
1549,24,Male,72,19.2,9,5.0,47.54,0,2025-03-15
1550,21,Female,141,10.1,7,5.0,23.52,0,2024-11-20
1551,34,Female,109,19.1,1,17.11,195.5,0,2025-10-16
1552,43,Female,102,9.9,0,12.95,64.53,0,2025-10-18
1553,20,Male,139,16.2,1,18.46,230.75,0,2025-07-01
1554,62,Female,95,19.6,7,44.42,210.82,0,2025-01-31
1555,60,Female,101,7.3,2,12.5,88.99,0,2024-10-21
1556,30,Male,74,14.1,3,198.33,1060.21,0,2025-06-13
1557,44,Male,93,4.2,6,5.0,23.16,1,2025-08-16
1558,31,Male,127,6.5,9,28.91,492.21,1,2025-07-17
1559,52,Female,109,15.0,7,8.11,118.12,1,2025-03-01
1560,57,Female,81,5.9,7,12.2,49.49,0,2025-04-19
1561,68,Male,52,5.9,2,27.23,119.86,1,2025-06-25
1562,68,Female,133,6.3,7,68.25,1152.17,0,2024-12-21
1563,52,Male,32,18.9,5,655.95,5987.92,0,2025-08-24
1564,33,Female,74,10.7,6,18.16,129.85,0,2025-10-05
1565,62,Male,110,6.3,7,97.41,619.29,1,2025-04-10
1566,18,Female,146,15.6,8,9.83,135.9,0,2025-08-08
1567,48,Male,57,18.9,7,61.22,299.29,0,2025-05-13
1568,26,Male,43,16.5,1,5.0,21.57,1,2025-05-16
1569,34,Other,84,8.2,0,152.64,3168.18,1,2024-11-14
1570,69,Male,29,8.6,9,10.27,44.17,1,2024-12-01
1571,56,Female,44,3.3,7,149.47,1726.64,1,2024-10-23
1572,49,Female,107,16.8,7,30.8,190.98,0,2025-08-12
1573,68,Male,43,4.2,6,10.12,172.95,0,2024-11-16
1574,68,Male,39,15.1,0,47.7,578.89,0,2024-12-10
1575,60,Male,60,18.5,5,16.99,123.54,0,2025-10-04
1576,49,Female,58,10.6,6,5.0,14.14,0,2025-04-10
1577,22,Female,137,17.7,2,232.7,2613.31,0,2025-05-11
1578,50,Male,82,18.8,3,136.13,1988.41,1,2024-12-19
1579,73,Female,21,6.9,9,5.7,88.06,1,2025-09-27
1580,42,Female,139,15.6,3,49.54,205.11,1,2025-06-23
1581,29,Female,128,9.6,6,95.64,3909.58,1,2025-05-09
1582,55,Female,105,6.7,3,81.88,783.52,1,2025-01-02
1583,46,Male,142,7.0,5,15.87,670.81,1,2025-01-09
1584,25,Female,38,5.6,2,5.0,20.21,0,2025-09-22
1585,61,Female,103,15.1,3,41.42,1014.27,0,2025-06-04
1586,49,Female,133,16.0,1,5.0,13.71,0,2025-07-24
1587,57,Female,28,3.7,5,22.95,509.86,0,2025-05-11
1588,22,Female,83,11.8,1,86.48,1087.79,1,2025-09-02
1589,47,Male,135,19.6,0,5.07,136.14,0,2025-02-05
1590,40,Female,77,11.6,3,127.67,537.02,0,2025-02-08
1591,56,Female,62,19.9,1,7.24,103.31,1,2025-02-03
1592,22,Female,147,7.6,7,117.4,492.31,1,2024-11-14
1593,46,Male,65,8.4,8,10.0,110.45,1,2025-05-09
1594,37,Female,59,17.1,9,21.79,103.1,0,2024-11-26
1595,63,Male,125,13.4,8,91.29,386.37,0,2025-03-25
1596,66,Female,113,4.9,4,40.39,317.0,1,2025-04-28
1597,44,Male,27,10.3,7,20.01,113.3,0,2025-04-01
1598,57,Female,102,16.4,1,5.31,67.4,0,2025-01-02
1599,65,Female,77,7.0,4,5.28,104.06,0,2025-04-26
1600,55,Female,105,15.6,2,5.0,14.69,1,2025-03-04
1601,18,Male,112,19.0,4,13.79,222.34,0,2025-05-04
1602,55,Male,34,6.2,5,23.85,119.63,1,2025-03-24
1603,26,Female,60,7.1,8,86.68,1142.42,0,2025-04-28
1604,35,Female,76,7.4,3,23.81,133.87,1,2025-01-25
1605,45,Female,39,14.3,8,5.0,20.27,1,2024-12-15
1606,68,Female,90,5.7,4,51.71,364.01,1,2025-07-23
1607,73,Female,66,19.4,2,45.79,231.5,0,2025-08-28
1608,63,Female,34,8.0,9,19.36,213.39,0,2025-04-18
1609,64,Other,104,15.4,4,9.93,54.48,1,2025-10-08
1610,28,Other,112,9.6,4,15.34,86.48,0,2025-08-13
1611,39,Male,39,17.8,6,7.75,38.91,0,2025-04-13
1612,33,Male,24,19.0,3,66.46,320.4,0,2025-05-03
1613,29,Male,69,18.2,2,8.66,90.34,0,2025-03-14
1614,61,Male,60,11.1,6,93.93,420.33,0,2025-05-09
1615,24,Female,81,12.2,5,67.97,518.25,1,2025-06-28
1616,39,Female,59,11.2,4,197.45,877.58,1,2025-01-22
1617,23,Female,128,12.5,8,7.66,75.61,0,2025-07-05
1618,54,Female,82,3.3,6,5.0,30.61,1,2024-12-29
1619,72,Female,24,5.2,4,25.95,490.76,1,2025-10-18
1620,54,Male,106,7.4,1,70.09,359.12,0,2024-11-08
1621,68,Male,84,5.8,8,5.0,63.8,1,2025-02-14
1622,46,Male,134,17.2,5,17.86,168.03,0,2025-09-22
1623,49,Male,65,11.6,8,8.14,185.4,0,2024-10-30
1624,28,Female,50,11.8,6,5.0,25.69,0,2024-10-27
1625,62,Male,37,5.7,2,8.09,88.56,0,2024-11-12
1626,22,Female,55,9.6,3,16.09,75.78,0,2024-11-19
1627,74,Female,121,14.2,0,174.23,1706.94,0,2025-01-13
1628,69,Male,21,7.4,2,13.52,67.4,0,2025-09-02
1629,34,Female,94,9.3,9,6.5,107.68,1,2025-07-07
1630,20,Female,77,17.9,7,12.07,84.99,1,2025-02-28
1631,44,Male,149,4.3,9,22.3,488.31,0,2024-12-22
1632,31,Female,70,4.8,2,12.92,325.19,1,2025-09-29
1633,22,Male,120,11.5,9,5.43,42.8,0,2025-06-28
1634,68,Male,123,16.2,4,139.86,867.93,0,2025-01-26
1635,21,Male,46,4.6,3,6.42,27.91,0,2025-02-19
1636,50,Male,68,10.4,3,222.21,1682.4,0,2025-09-14
1637,70,Male,120,9.0,1,5.28,210.73,0,2025-01-27
1638,37,Female,116,4.4,1,40.32,276.22,1,2025-05-12
1639,57,Male,54,7.0,7,64.85,539.3,1,2025-06-10
1640,36,Female,109,16.1,6,45.98,202.8,0,2025-09-19
1641,32,Female,69,8.1,6,15.75,398.66,1,2025-08-12
1642,57,Male,69,3.7,3,12.38,57.88,0,2025-09-27
1643,37,Male,133,13.4,5,5.31,25.41,0,2025-04-22
1644,36,Female,59,6.7,8,59.3,313.05,1,2025-07-23
1645,49,Female,80,13.2,6,246.56,1011.29,0,2025-06-18
1646,49,Male,123,10.4,1,197.67,1760.24,1,2025-04-13
1647,21,Female,21,9.9,6,5.0,35.13,1,2025-05-11
1648,44,Female,147,4.9,7,67.15,337.15,0,2025-02-26
1649,27,Female,41,4.5,5,34.47,590.38,0,2025-08-13
1650,53,Male,108,9.4,5,120.5,576.65,1,2025-04-14
1651,21,Male,113,10.5,1,59.48,672.06,1,2025-10-05
1652,69,Female,33,5.4,6,5.87,124.54,1,2025-05-20
1653,24,Female,21,17.3,7,74.28,484.51,0,2024-10-25
1654,54,Female,129,9.6,6,399.27,1865.07,1,2025-07-24
1655,22,Male,44,8.7,8,7.21,30.68,0,2025-07-22
1656,65,Female,56,3.7,7,5.0,13.99,0,2025-09-27
1657,43,Female,129,10.2,5,10.55,134.53,1,2025-03-02
1658,66,Male,75,3.4,9,29.31,206.66,1,2025-09-13
1659,53,Female,27,4.8,7,161.51,1039.31,0,2025-04-15
1660,71,Male,44,4.9,8,47.21,247.69,1,2025-08-18
1661,37,Female,29,18.9,0,5.0,13.22,0,2025-05-08
1662,35,Female,53,3.8,4,8.05,64.39,1,2025-04-30
1663,30,Female,120,8.0,3,5.0,18.13,1,2025-09-23
1664,58,Male,32,4.5,9,11.66,50.04,0,2025-05-25
1665,27,Male,56,18.0,0,26.18,130.05,0,2025-09-24
1666,27,Male,45,7.5,6,5.0,7.67,1,2024-12-08
1667,39,Male,122,6.0,9,81.72,375.03,1,2025-07-10
1668,31,Male,71,19.7,8,290.62,1424.17,1,2025-04-20
1669,45,Female,121,6.3,0,23.27,391.8,1,2025-04-07
1670,50,Male,114,16.9,2,5.0,19.01,1,2025-01-12
1671,21,Female,30,10.4,3,10.37,82.37,0,2024-11-14
1672,59,Male,63,17.7,5,7.11,52.88,1,2025-05-04
1673,45,Female,144,15.1,1,5.0,15.3,1,2025-07-15
1674,51,Female,134,12.1,1,9.32,67.93,0,2024-11-06
1675,41,Male,141,4.0,2,7.58,62.82,0,2025-06-09
1676,65,Male,88,4.7,6,118.87,549.93,0,2025-02-25
1677,29,Female,75,15.9,3,22.47,218.36,0,2025-08-31
1678,29,Male,21,14.6,7,294.57,1410.21,0,2025-02-20
1679,39,Other,72,16.4,1,5.0,25.39,0,2025-06-08
1680,39,Male,107,7.8,4,40.9,496.08,0,2024-10-25
1681,27,Female,150,15.6,4,478.58,2037.85,1,2025-01-27
1682,65,Male,33,11.5,4,12.36,52.63,1,2024-11-15
1683,51,Male,140,10.0,9,43.98,773.48,0,2025-04-11
1684,24,Male,137,4.5,4,110.87,536.03,1,2025-07-09
1685,56,Male,128,11.5,6,75.89,968.75,1,2025-08-29
1686,60,Female,143,14.1,6,6.09,45.97,1,2024-11-09
1687,60,Female,61,16.3,1,23.87,135.55,0,2025-01-21
1688,43,Female,141,12.7,8,22.31,234.72,0,2025-10-03
1689,60,Female,41,6.4,4,2495.38,10328.75,0,2024-11-30
1690,21,Male,48,10.2,7,10.08,43.11,1,2025-08-03
1691,57,Male,128,15.3,0,8.18,63.16,0,2025-05-01
1692,38,Female,31,4.4,4,5.0,41.79,1,2025-01-13
1693,34,Female,93,11.0,4,5.0,8.03,1,2025-02-05
1694,32,Other,82,16.8,0,5.0,28.14,1,2025-10-06
1695,37,Female,136,7.5,0,5.0,24.56,1,2025-10-10
1696,23,Male,48,17.2,9,15.29,325.85,1,2024-11-08
1697,48,Female,86,10.0,8,28.87,198.68,1,2025-02-08
1698,38,Male,54,7.9,0,5.0,37.25,1,2025-02-24
1699,48,Male,21,16.3,6,5.0,34.94,1,2025-01-05
1700,18,Female,53,14.2,1,5.0,44.52,0,2025-09-29
1701,65,Female,144,19.2,2,20.58,113.06,1,2025-08-28
1702,19,Female,111,8.2,6,27.07,246.94,1,2025-07-06
1703,22,Female,51,4.8,1,5.0,41.41,0,2025-09-17
1704,65,Female,81,7.3,1,5.0,23.03,1,2024-12-25
1705,68,Female,87,17.5,0,17.81,74.68,0,2024-12-10
1706,22,Male,90,18.4,2,5.0,142.05,1,2025-07-17
1707,62,Female,26,10.4,7,6.94,181.2,1,2024-10-28
1708,43,Male,115,18.5,3,5.0,157.17,0,2024-12-13
1709,46,Male,104,6.1,0,18.8,110.46,0,2025-09-14
1710,67,Male,52,9.0,5,49.44,273.65,0,2025-07-07
1711,35,Female,133,3.7,6,11.23,245.85,0,2025-03-01
1712,57,Male,86,9.0,1,5.0,5.39,0,2025-03-15
1713,51,Female,146,18.6,1,40.83,190.9,1,2025-06-11
1714,49,Male,77,17.0,3,105.59,656.39,1,2025-05-03
1715,66,Male,92,10.7,4,90.19,363.11,0,2025-03-20
1716,48,Male,109,19.7,2,9.64,77.01,0,2025-02-19
1717,45,Male,66,13.8,7,186.28,1062.48,1,2024-11-15
1718,51,Female,44,6.1,0,30.49,329.78,0,2025-08-13
1719,58,Female,96,10.6,7,94.82,632.46,0,2025-04-21
1720,72,Male,36,4.6,1,10.59,73.09,0,2024-11-06
1721,38,Male,74,9.9,9,19.44,169.4,1,2024-10-22
1722,47,Female,36,7.3,1,5.0,77.72,0,2025-10-06
1723,42,Female,119,11.5,6,10.27,224.65,1,2024-12-19
1724,45,Male,41,3.3,2,36.42,197.87,1,2025-04-11
1725,30,Female,97,13.7,9,5.0,45.13,1,2025-09-30
1726,54,Male,35,13.8,0,794.99,4638.33,0,2024-12-15
1727,66,Female,55,10.7,5,6.72,52.01,0,2025-03-05
1728,29,Male,63,16.7,7,5.0,44.34,0,2025-05-15
1729,73,Male,82,19.1,9,5.0,30.68,1,2025-06-27
1730,29,Male,57,13.0,6,5.73,216.98,0,2024-11-07
1731,25,Female,78,10.3,4,25.73,148.4,0,2025-08-08
1732,57,Female,30,11.0,3,7.81,103.23,1,2024-10-19
1733,35,Female,109,12.0,8,28.31,132.26,0,2024-12-21
1734,23,Other,39,15.8,7,5.68,52.6,0,2025-01-04
1735,26,Male,38,9.2,0,35.81,357.8,1,2025-02-14
1736,74,Female,25,17.1,2,12.31,141.7,0,2025-03-25
1737,52,Male,50,13.0,9,8.14,191.53,1,2024-12-13
1738,34,Male,119,17.1,8,39.25,193.07,0,2025-03-12
1739,34,Male,128,3.5,4,5.0,87.79,1,2025-02-28
1740,57,Female,61,10.6,8,8.77,96.14,0,2025-01-06
1741,49,Male,122,9.3,8,171.96,1996.24,0,2025-09-02
1742,27,Female,50,12.9,4,7.1,120.84,0,2025-04-05
1743,24,Male,72,18.5,2,20.06,102.41,1,2025-02-21
1744,29,Female,104,17.3,5,40.07,1203.06,1,2024-11-17
1745,45,Female,22,6.6,2,311.43,1751.22,0,2025-04-10
1746,71,Male,121,11.0,6,38.37,223.85,1,2025-08-15
1747,40,Male,67,17.7,9,839.46,3614.36,1,2024-12-26
1748,27,Female,33,12.7,4,5.0,21.14,1,2025-02-21
1749,38,Male,74,10.3,8,29.77,541.17,0,2025-04-06
1750,18,Female,55,19.6,6,16.92,370.27,1,2025-07-16
1751,65,Female,137,11.3,0,5.0,18.54,0,2025-01-24
1752,52,Male,63,9.2,9,8.87,343.9,0,2024-11-17
1753,47,Male,126,19.2,3,33.66,202.23,0,2025-03-20
1754,47,Female,22,9.6,3,9.49,80.91,0,2024-11-19
1755,57,Male,98,13.3,8,5.0,28.35,1,2025-08-10
1756,32,Female,35,4.5,4,22.02,127.22,1,2025-01-27
1757,53,Male,67,3.5,8,47.64,261.31,0,2024-11-10
1758,21,Female,95,16.1,6,10.0,95.59,1,2025-07-02
1759,26,Female,61,3.5,5,23.95,332.88,0,2025-05-30
1760,60,Male,71,10.5,0,13.92,90.52,1,2025-01-22
1761,24,Male,33,10.1,4,42.69,291.89,0,2025-03-30
1762,69,Female,21,4.8,5,5.0,35.58,0,2025-01-05
1763,21,Male,56,5.4,4,5.0,24.14,0,2025-07-03
1764,27,Male,140,9.8,5,9.9,395.48,0,2025-04-22
1765,48,Female,143,13.0,8,28.63,153.85,0,2025-10-09
1766,25,Male,61,10.7,4,5.0,5.13,0,2025-07-18
1767,50,Female,131,15.9,3,214.58,945.95,0,2025-01-23
1768,59,Male,86,9.3,3,6.32,26.75,0,2025-08-25
1769,32,Male,129,4.3,4,5.0,7.43,0,2025-04-12
1770,43,Female,126,11.5,4,11.16,146.35,0,2025-08-15
1771,55,Female,41,3.3,0,77.04,988.69,1,2025-01-30
1772,18,Male,114,5.2,8,95.01,525.21,0,2025-03-23
1773,31,Male,26,5.1,1,5.0,32.12,1,2025-08-17
1774,47,Female,77,4.4,7,6.08,113.18,0,2025-09-20
1775,43,Female,80,9.3,3,982.61,5628.02,0,2025-08-30
1776,58,Male,74,3.3,0,44.03,330.79,0,2025-04-24
1777,28,Female,46,15.1,7,5.0,39.34,0,2025-07-10
1778,56,Female,44,18.6,2,11.31,110.1,0,2025-03-12
1779,60,Female,81,10.3,1,5.0,48.47,0,2025-10-11
1780,62,Female,84,6.3,2,2.62,2.62,0,2025-09-04
1781,18,Female,134,15.3,9,5.0,16.97,1,2025-03-19
1782,22,Male,92,6.1,2,87.88,589.89,0,2024-12-18
1783,38,Female,45,12.0,3,5.0,117.94,1,2025-01-13
1784,73,Female,54,4.7,4,250.41,1146.98,0,2025-04-28
1785,27,Female,56,10.7,7,6.55,65.43,0,2025-03-14
1786,55,Male,56,18.9,1,18.86,512.16,0,2024-11-06
1787,49,Male,26,5.3,3,21.55,97.95,0,2025-09-26
1788,56,Female,69,18.8,2,72.67,768.1,1,2025-06-13
1789,28,Female,110,16.5,0,90.15,426.69,0,2025-03-03
1790,23,Female,35,10.7,7,5.0,19.87,0,2025-05-04
1791,45,Female,65,11.6,4,2.04,2.04,0,2025-05-27
1792,64,Male,120,17.7,5,5.0,38.83,0,2024-11-09
1793,20,Male,44,19.4,7,5.0,14.35,0,2025-06-26
1794,72,Female,145,17.6,0,457.39,5721.37,1,2024-10-21
1795,27,Female,44,10.1,2,71.89,441.89,1,2025-01-26
1796,35,Male,112,7.0,2,34.76,140.58,0,2024-11-13
1797,38,Male,98,7.8,7,56.54,332.81,0,2024-12-19
1798,73,Female,103,19.0,2,54.5,318.36,0,2024-12-31
1799,43,Female,85,11.3,0,8.5,115.59,1,2025-02-15
1800,72,Male,140,10.5,9,6.62,63.41,0,2024-11-18
1801,30,Female,74,5.7,8,5.0,28.29,1,2025-09-10
1802,45,Male,41,8.6,7,41.92,653.54,0,2024-11-23
1803,21,Male,77,9.1,4,5.0,22.41,1,2025-09-24
1804,27,Female,136,5.3,7,18.16,79.21,0,2025-03-14
1805,61,Female,63,5.9,8,162.92,840.86,1,2025-08-18
1806,73,Female,103,6.1,9,901.92,6412.57,0,2025-03-01
1807,29,Male,142,11.7,6,115.27,552.55,0,2025-06-19
1808,69,Female,25,11.0,9,10.99,59.99,0,2024-11-02
1809,74,Other,108,18.7,8,5.0,56.3,0,2024-12-03
1810,58,Female,137,10.8,0,5.0,28.12,1,2024-12-19
1811,55,Female,89,14.2,6,30.58,265.34,0,2025-07-18
1812,74,Female,87,19.1,2,359.89,1803.22,0,2025-06-05
1813,56,Female,70,5.3,8,63.86,387.31,1,2024-11-16
1814,47,Female,92,18.8,2,25.87,107.89,1,2025-10-12
1815,35,Male,52,15.1,5,5.0,78.22,0,2024-10-28
1816,51,Male,124,9.9,4,10.24,84.47,0,2025-09-01
1817,32,Female,27,8.1,1,20.33,168.9,1,2024-12-21
1818,43,Female,93,8.9,3,87.05,1145.62,1,2025-05-22
1819,31,Female,123,9.0,6,5.0,40.95,1,2025-04-19
1820,73,Female,46,10.7,8,5.0,87.76,0,2025-02-02
1821,59,Female,55,8.9,2,250.92,1768.83,1,2025-09-19
1822,69,Male,60,15.5,7,45.37,824.38,0,2025-07-17
1823,71,Female,118,4.1,5,59.67,457.97,0,2025-06-01
1824,30,Male,77,5.1,7,7.23,33.61,0,2025-05-11
1825,43,Male,136,12.5,0,5.0,9.98,0,2025-07-14
1826,34,Male,103,17.1,9,46.19,213.22,0,2025-07-28
1827,42,Female,83,4.0,6,5.26,22.11,1,2025-01-15
1828,34,Female,144,8.3,5,54.47,219.5,1,2024-12-27
1829,31,Male,136,7.7,7,29.37,136.88,0,2025-06-25
1830,74,Male,107,3.1,3,28.53,120.8,1,2025-06-14
1831,42,Male,102,3.7,0,49.37,267.93,1,2025-05-27
1832,20,Female,114,7.0,6,10.12,41.52,0,2025-06-30
1833,48,Male,134,16.7,4,8.62,36.96,1,2025-06-14
1834,62,Male,100,7.8,0,10.98,135.68,1,2024-11-04
1835,49,Male,119,17.8,2,5.0,32.79,0,2025-06-19
1836,41,Male,130,14.0,3,153.45,621.77,0,2025-02-12
1837,52,Female,58,17.4,4,102.2,459.89,1,2025-06-20
1838,31,Male,104,6.4,0,156.62,943.05,0,2025-09-08
